id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
TZW-36825880-S-876225-BC,Bev Heimes,Positive,8,10/19/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Within SLA,8,Los Angeles/CA
MTC-89761594-G-585856-eo,Cherie Bea,Negative,,10/27/2020,Billing Question,Saint Louis,Missouri,Call-Center,Within SLA,12,Chicago/IL
OSY-69442926-K-407826-fV,Bertrando Hamblett,Neutral,6,10/11/2020,Billing Question,Des Moines,Iowa,Call-Center,Within SLA,38,Baltimore/MD
HMK-33702102-j-149289-GE,Dee Heel,Neutral,,10/17/2020,Billing Question,Fairfield,Connecticut,Chatbot,Below SLA,32,Baltimore/MD
BFI-87565254-x-443441-ED,Zorina Fairweather,Very Negative,,10/13/2020,Billing Question,Vienna,Virginia,Chatbot,Below SLA,33,Los Angeles/CA
DNC-61854126-B-572068-vl,Pen Bawden,Negative,,10/3/2020,Billing Question,Indianapolis,Indiana,Web,Within SLA,20,Baltimore/MD
QOV-78120029-Q-184547-Mq,Aguste Caren,Very Negative,2,10/16/2020,Service Outage,Arlington,Virginia,Chatbot,Below SLA,38,Baltimore/MD
EOU-45892863-J-447041-4Y,Mabel Damato,Negative,5,10/3/2020,Billing Question,Saint Paul,Minnesota,Chatbot,Within SLA,44,Baltimore/MD
ABK-54886915-w-051478-MU,Berri Fairn,Very Positive,9,10/4/2020,Payments,Cincinnati,Ohio,Call-Center,Within SLA,5,Los Angeles/CA
WHJ-13193441-T-876527-Lo,Andy Castella,Neutral,5,10/24/2020,Service Outage,Pittsburgh,Pennsylvania,Email,Above SLA,10,Chicago/IL
PHX-82896012-C-803253-GQ,Othello Satcher,Very Positive,,10/6/2020,Payments,Chicago,Illinois,Call-Center,Below SLA,14,Los Angeles/CA
YSG-20780057-U-962119-lX,Latisha Muldrew,Neutral,,10/23/2020,Service Outage,Miami,Florida,Chatbot,Within SLA,17,Baltimore/MD
FCZ-36289989-8-662630-UC,Ethel Duckfield,Very Negative,3,10/1/2020,Payments,Miami,Florida,Call-Center,Within SLA,37,Los Angeles/CA
IHM-47260787-h-815275-J0,Yale Heggs,Negative,,10/6/2020,Billing Question,West Palm Beach,Florida,Web,Below SLA,44,Baltimore/MD
TUZ-40664369-L-279327-Ot,Jazmin Symons,Very Negative,3,10/19/2020,Billing Question,Richmond,Virginia,Call-Center,Below SLA,39,Denver/CO
IDR-33642559-S-186726-Lk,Ernesta Triggle,Neutral,6,10/15/2020,Service Outage,Baltimore,Maryland,Chatbot,Within SLA,13,Baltimore/MD
VYV-66162353-u-833191-Q3,Annadiana Labon,Very Positive,10,10/4/2020,Billing Question,Detroit,Michigan,Call-Center,Within SLA,20,Baltimore/MD
JUN-88189297-y-753568-Oc,Jessika Jouannin,Negative,6,10/21/2020,Billing Question,Tacoma,Washington,Web,Above SLA,13,Denver/CO
IVQ-52292669-a-330420-0M,Yul Heaford,Very Negative,1,10/28/2020,Billing Question,Juneau,Alaska,Web,Within SLA,29,Baltimore/MD
VJH-68350696-V-568225-UP,Colby Forlong,Neutral,8,10/27/2020,Billing Question,Tulsa,Oklahoma,Chatbot,Within SLA,30,Los Angeles/CA
RKE-36646764-f-885121-Qu,Vito Dixey,Positive,7,10/26/2020,Service Outage,Long Beach,California,Email,Within SLA,37,Los Angeles/CA
SBL-50528043-t-885882-Sq,Hernando Airds,Negative,3,10/9/2020,Billing Question,Washington,District of Columbia,Email,Above SLA,19,Baltimore/MD
CCA-25728450-a-515350-xP,Sarette Dunan,Very Negative,,10/26/2020,Billing Question,Brooklyn,New York,Call-Center,Within SLA,30,Baltimore/MD
MDQ-81227192-9-110763-YE,Abbot Totterdell,Neutral,5,10/14/2020,Billing Question,Portland,Oregon,Call-Center,Within SLA,28,Baltimore/MD
RWQ-51057985-D-544189-s1,Anna-diana O'Gleasane,Negative,,10/19/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,29,Baltimore/MD
RDR-52859245-4-763765-49,Penni Cloughton,Negative,,10/5/2020,Billing Question,Paterson,New Jersey,Call-Center,Below SLA,19,Chicago/IL
RFK-77100966-n-767536-4B,Joanie Edinburough,Very Positive,,10/29/2020,Payments,Memphis,Tennessee,Call-Center,Below SLA,44,Baltimore/MD
QAW-26860120-c-006771-4y,Laraine Egleton,Very Negative,,10/10/2020,Billing Question,Philadelphia,Pennsylvania,Email,Within SLA,23,Los Angeles/CA
KVL-97285429-b-783019-h6,Agna Blankhorn,Negative,,10/15/2020,Payments,Montgomery,Alabama,Call-Center,Within SLA,6,Los Angeles/CA
VWQ-87029458-s-855723-WV,Elsworth Eilhertsen,Neutral,,10/9/2020,Billing Question,Jeffersonville,Indiana,Call-Center,Within SLA,37,Baltimore/MD
UQY-73866553-2-420431-yF,Bearnard Daltry,Very Negative,,10/28/2020,Billing Question,Orlando,Florida,Web,Within SLA,14,Los Angeles/CA
QAV-70486196-a-703827-kx,Sallyanne Voller,Neutral,,10/25/2020,Payments,Omaha,Nebraska,Call-Center,Above SLA,12,Baltimore/MD
VKE-85747833-X-618954-R1,Amitie Pedrick,Very Negative,,10/9/2020,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,24,Baltimore/MD
BIH-45702987-A-789752-GL,Nikolia Macieiczyk,Neutral,,10/1/2020,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,32,Los Angeles/CA
YAX-06305300-1-814184-kr,Cecil Troughton,Neutral,,10/26/2020,Billing Question,Portland,Oregon,Email,Above SLA,17,Chicago/IL
POP-04660846-L-752295-9f,Arin Rive,Neutral,8,10/2/2020,Billing Question,Newport News,Virginia,Chatbot,Within SLA,21,Los Angeles/CA
RTX-80915330-y-913500-8F,Janeczka Fibbit,Neutral,5,10/19/2020,Billing Question,Schaumburg,Illinois,Chatbot,Within SLA,41,Los Angeles/CA
MDW-61557962-N-674975-b3,Beatrice Fochs,Positive,,10/24/2020,Billing Question,Honolulu,Hawaii,Email,Within SLA,7,Los Angeles/CA
ZXW-02993111-e-383783-d9,Garrik Allebone,Negative,,10/6/2020,Billing Question,Chicago,Illinois,Email,Within SLA,26,Baltimore/MD
SHI-49400388-K-802737-A1,Trista Paty,Negative,4,10/28/2020,Billing Question,Montgomery,Alabama,Web,Below SLA,33,Baltimore/MD
JSY-17534386-8-518965-Te,Henka Gittus,Very Positive,10,10/30/2020,Billing Question,Oakland,California,Chatbot,Within SLA,8,Los Angeles/CA
WGB-32931416-F-297936-wy,Maryjo Eustanch,Negative,,10/29/2020,Billing Question,Murfreesboro,Tennessee,Email,Above SLA,25,Chicago/IL
OQV-18298139-2-855673-Pg,Hanson Harridge,Neutral,,10/22/2020,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,5,Los Angeles/CA
EFC-73089710-y-691182-dF,Ashien Skones,Very Negative,3,10/11/2020,Billing Question,Lexington,Kentucky,Chatbot,Within SLA,32,Los Angeles/CA
IKN-88252112-5-634822-6l,Fabe Fishe,Negative,,10/25/2020,Service Outage,El Paso,Texas,Email,Within SLA,31,Denver/CO
WHO-17341426-f-178361-4c,Randy Blethin,Neutral,7,10/25/2020,Billing Question,Newport News,Virginia,Call-Center,Within SLA,36,Baltimore/MD
DTB-34550773-Q-530401-zc,Killian Begin,Positive,,10/27/2020,Billing Question,Pasadena,California,Email,Within SLA,16,Los Angeles/CA
KYP-12052614-V-359002-Tp,Violette Carlick,Very Negative,,10/17/2020,Billing Question,New York City,New York,Web,Within SLA,11,Los Angeles/CA
EMB-92342277-k-866778-rj,Billi Garlicke,Negative,,10/22/2020,Billing Question,New York City,New York,Chatbot,Below SLA,41,Baltimore/MD
DAH-58450973-S-653930-8v,Ludovico Sudell,Negative,,10/27/2020,Payments,Anchorage,Alaska,Call-Center,Within SLA,6,Chicago/IL
QOS-29974422-2-994430-OQ,Jackelyn Haken,Negative,,10/27/2020,Payments,San Diego,California,Call-Center,Within SLA,13,Baltimore/MD
ESH-60954156-t-839786-bw,Catlaina Blaik,Neutral,,10/1/2020,Billing Question,Abilene,Texas,Chatbot,Within SLA,24,Denver/CO
VIF-31698781-k-451777-c0,Hamnet Westwell,Negative,,10/8/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,14,Baltimore/MD
SYG-84932286-t-924533-8U,Collin Parades,Very Positive,,10/9/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,43,Baltimore/MD
XGS-44316331-K-187117-oW,Bess Gloyens,Negative,,10/27/2020,Billing Question,Buffalo,New York,Chatbot,Above SLA,43,Chicago/IL
KNO-47472382-I-238936-pH,Damaris Lavigne,Negative,3,10/26/2020,Billing Question,Dallas,Texas,Call-Center,Below SLA,10,Baltimore/MD
MXT-94753579-3-844354-23,Krisha Lazenbury,Very Positive,,10/26/2020,Payments,Richmond,Virginia,Call-Center,Above SLA,28,Baltimore/MD
DSJ-59484646-7-975724-ub,Siana Gleeson,Negative,,10/1/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,21,Los Angeles/CA
GGG-58830987-u-502966-FN,Persis Doley,Positive,7,10/20/2020,Billing Question,Santa Ana,California,Email,Above SLA,12,Baltimore/MD
DZW-41435765-C-491040-YH,Octavius Kunze,Very Negative,,10/19/2020,Billing Question,Minneapolis,Minnesota,Email,Above SLA,44,Chicago/IL
DMW-02276523-k-281710-MN,Ingelbert Phebee,Neutral,,10/11/2020,Billing Question,Tampa,Florida,Call-Center,Below SLA,29,Chicago/IL
XAL-99775149-b-047596-eC,Maribelle Dono,Negative,,10/10/2020,Service Outage,San Diego,California,Chatbot,Within SLA,5,Denver/CO
VBH-39205827-T-152278-9M,Estevan Mulryan,Neutral,5,10/3/2020,Billing Question,Wichita,Kansas,Web,Within SLA,41,Baltimore/MD
COF-28717242-p-165193-4x,Jolie Vowels,Neutral,,10/17/2020,Billing Question,Seattle,Washington,Web,Within SLA,28,Los Angeles/CA
WSA-36794206-4-883233-7V,Meagan Marriner,Very Negative,,10/9/2020,Billing Question,Charlotte,North Carolina,Email,Within SLA,29,Baltimore/MD
XWQ-21230781-N-583093-of,Rene Laden,Negative,3,10/4/2020,Billing Question,Lynn,Massachusetts,Web,Within SLA,8,Los Angeles/CA
RPL-58960648-7-621333-Hb,Drucie Penhallurick,Negative,,10/12/2020,Billing Question,Temple,Texas,Email,Within SLA,35,Los Angeles/CA
YWP-08724038-r-804619-Yu,Gussie Scandroot,Neutral,8,10/19/2020,Payments,Huntington,West Virginia,Call-Center,Within SLA,33,Los Angeles/CA
UVE-37331186-s-076097-gJ,Shurlock Athey,Very Negative,,10/26/2020,Billing Question,Baltimore,Maryland,Call-Center,Above SLA,12,Denver/CO
FFA-73339146-t-879867-LG,Edlin Mazzey,Negative,,10/16/2020,Billing Question,Topeka,Kansas,Email,Within SLA,42,Los Angeles/CA
SVR-41392152-Z-733740-8K,Jasun Romeo,Very Negative,,10/28/2020,Service Outage,Sarasota,Florida,Chatbot,Within SLA,5,Los Angeles/CA
TIK-67872426-D-360587-nC,Tome Bland,Neutral,,10/12/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,7,Baltimore/MD
HND-11236433-f-598759-kA,Cary Alekhov,Negative,6,10/21/2020,Billing Question,Newark,New Jersey,Web,Within SLA,17,Los Angeles/CA
MSP-88106747-T-502964-In,Jerrylee Andreou,Neutral,,10/15/2020,Billing Question,San Antonio,Texas,Web,Within SLA,17,Baltimore/MD
NFF-87279774-L-479457-cH,Gray Hargreaves,Neutral,6,10/13/2020,Billing Question,Salt Lake City,Utah,Call-Center,Within SLA,20,Denver/CO
LGH-68742601-f-382918-my,Helenka Dunnan,Neutral,,10/7/2020,Billing Question,Jersey City,New Jersey,Call-Center,Within SLA,8,Los Angeles/CA
QBA-25922815-k-798329-ET,Fidelity Winchester,Neutral,8,10/2/2020,Billing Question,Corpus Christi,Texas,Chatbot,Below SLA,26,Baltimore/MD
UPH-97308733-Q-484386-vY,Jeffie D'Alesco,Negative,,10/3/2020,Billing Question,Dayton,Ohio,Chatbot,Above SLA,18,Denver/CO
NZS-71570668-3-107997-oB,Nikoletta Troak,Neutral,8,10/10/2020,Billing Question,Saint Louis,Missouri,Chatbot,Below SLA,10,Los Angeles/CA
ZQO-31858776-v-851911-bo,Kandace Edscer,Negative,,10/29/2020,Billing Question,Stamford,Connecticut,Web,Within SLA,39,Los Angeles/CA
NLD-55412657-h-630053-k0,Pavel Pudney,Negative,,10/17/2020,Billing Question,El Paso,Texas,Email,Within SLA,27,Denver/CO
FQL-73166513-f-183475-uz,Ferdy Monnoyer,Very Positive,,10/11/2020,Billing Question,Joliet,Illinois,Web,Above SLA,23,Baltimore/MD
ZGF-71549549-C-637770-5p,Trudi Urwen,Negative,5,10/18/2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Above SLA,24,Los Angeles/CA
IAS-06724807-4-879847-6X,Caroljean Nelius,Negative,,10/19/2020,Billing Question,Montgomery,Alabama,Web,Within SLA,34,Los Angeles/CA
LKB-61925576-d-771083-Ca,Terrence Cockings,Neutral,,10/1/2020,Billing Question,Saint Petersburg,Florida,Email,Below SLA,9,Los Angeles/CA
VCA-36830881-D-406032-Kx,Wyatan Baggallay,Positive,9,10/9/2020,Payments,Brooklyn,New York,Call-Center,Below SLA,12,Baltimore/MD
PDV-54303257-X-158098-z5,Walker Northeast,Neutral,,10/27/2020,Payments,West Palm Beach,Florida,Call-Center,Above SLA,9,Los Angeles/CA
HZH-26500007-p-597240-vU,Appolonia Glyssanne,Very Positive,,10/15/2020,Billing Question,Dayton,Ohio,Chatbot,Below SLA,33,Los Angeles/CA
BKG-63601410-L-734519-Aq,Pearla Fabry,Neutral,8,10/2/2020,Billing Question,Houston,Texas,Web,Within SLA,15,Baltimore/MD
LDZ-68484169-Y-153969-FZ,Imogene Aslet,Neutral,6,10/13/2020,Billing Question,Houston,Texas,Email,Within SLA,22,Baltimore/MD
QZK-87128732-E-219318-CQ,Cookie Lezemore,Neutral,6,10/1/2020,Billing Question,Austin,Texas,Email,Below SLA,23,Chicago/IL
USZ-98646538-h-521307-vI,Lettie Casassa,Neutral,8,10/5/2020,Payments,Beaufort,South Carolina,Call-Center,Within SLA,44,Los Angeles/CA
OHK-06637611-7-042246-gI,Dolph Antosik,Neutral,8,10/12/2020,Service Outage,Portland,Oregon,Chatbot,Within SLA,18,Denver/CO
FJT-86745009-J-555386-Y8,Celinda Spreull,Negative,,10/11/2020,Billing Question,Knoxville,Tennessee,Email,Within SLA,27,Los Angeles/CA
QXN-27826242-A-035847-4k,Chris Rosin,Neutral,,10/30/2020,Billing Question,Fort Smith,Arkansas,Email,Within SLA,6,Los Angeles/CA
LCC-13160024-z-790161-5n,Cristie Schollar,Neutral,7,10/3/2020,Billing Question,Allentown,Pennsylvania,Call-Center,Below SLA,38,Chicago/IL
GLQ-80876242-W-137184-57,Laure Studdert,Very Negative,,10/15/2020,Billing Question,Saint Paul,Minnesota,Web,Within SLA,38,Baltimore/MD
YVE-43587746-U-228608-Xb,Debbi Chamney,Negative,6,10/19/2020,Service Outage,Boise,Idaho,Email,Above SLA,14,Los Angeles/CA
KXJ-75902748-Q-908188-1S,Eustacia Melby,Negative,6,10/24/2020,Billing Question,Seattle,Washington,Chatbot,Below SLA,45,Los Angeles/CA
UDT-60719607-t-605052-oq,Belinda Duran,Positive,,10/2/2020,Billing Question,Charlotte,North Carolina,Email,Above SLA,35,Los Angeles/CA
APD-93870529-T-209438-qb,Abigael Cramond,Negative,5,10/19/2020,Billing Question,Phoenix,Arizona,Chatbot,Within SLA,13,Chicago/IL
RAJ-91734525-l-715830-oo,Lauren Loeber,Neutral,,10/8/2020,Billing Question,Jacksonville,Florida,Chatbot,Below SLA,45,Baltimore/MD
EVA-89570796-q-191950-m8,Rachel Schrinel,Very Negative,,10/18/2020,Billing Question,Miami,Florida,Chatbot,Within SLA,11,Chicago/IL
MYT-87160429-y-509854-R5,Moritz Bernaldez,Neutral,5,10/16/2020,Billing Question,Wichita,Kansas,Chatbot,Above SLA,30,Baltimore/MD
QIG-23053542-O-880673-nm,Theodora Pietruschka,Positive,,10/3/2020,Billing Question,Minneapolis,Minnesota,Call-Center,Below SLA,41,Los Angeles/CA
UJM-70426698-p-832936-m0,Whit Killingworth,Negative,5,10/20/2020,Service Outage,Wichita Falls,Texas,Email,Within SLA,5,Los Angeles/CA
RPH-43440140-Y-415204-2E,Caddric Aidler,Negative,,10/30/2020,Billing Question,Bronx,New York,Web,Below SLA,42,Los Angeles/CA
HUK-49007049-g-656302-1Y,Harper Nesterov,Very Negative,,10/21/2020,Billing Question,San Francisco,California,Email,Below SLA,14,Baltimore/MD
KMV-77178263-k-454558-j4,Jaquenetta Golston,Very Negative,,10/27/2020,Billing Question,Dulles,Virginia,Chatbot,Within SLA,41,Denver/CO
DYB-57972811-c-969709-4n,Keene Ayto,Negative,,10/2/2020,Service Outage,Longview,Texas,Web,Above SLA,29,Chicago/IL
LIZ-79222849-c-292073-Yu,Fredek Muckle,Neutral,,10/15/2020,Service Outage,Los Angeles,California,Email,Within SLA,12,Baltimore/MD
PFY-16828189-i-114708-Ul,Edmon Raisher,Very Negative,4,10/6/2020,Billing Question,Huntsville,Texas,Web,Below SLA,21,Denver/CO
ZNR-39125181-r-412196-ah,Dimitry Leele,Negative,,10/2/2020,Billing Question,Omaha,Nebraska,Email,Above SLA,41,Denver/CO
PBG-47987762-o-394115-63,Gaelan Grummitt,Neutral,5,10/4/2020,Billing Question,Lansing,Michigan,Email,Within SLA,41,Los Angeles/CA
ODR-48600834-W-807899-YJ,Cristine Vigus,Negative,4,10/15/2020,Payments,El Paso,Texas,Call-Center,Within SLA,12,Los Angeles/CA
GWO-32212467-S-274650-0g,Geneva Adrian,Negative,,10/16/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,23,Baltimore/MD
SRZ-56471091-d-243228-N3,Tish Moralee,Very Positive,10,10/5/2020,Service Outage,Fort Worth,Texas,Chatbot,Above SLA,31,Baltimore/MD
XUN-93680288-r-977279-fu,Dore Bonds,Neutral,6,10/15/2020,Service Outage,Cleveland,Ohio,Email,Within SLA,24,Denver/CO
TDE-13719092-p-730618-CY,Lincoln Pawlaczyk,Positive,,10/21/2020,Billing Question,Milwaukee,Wisconsin,Email,Within SLA,26,Chicago/IL
QKS-88268345-0-265937-1f,Ram Tomczykowski,Negative,,10/20/2020,Billing Question,Bronx,New York,Web,Within SLA,29,Baltimore/MD
KTH-03115655-X-451274-1e,Thurstan Nern,Neutral,7,10/12/2020,Billing Question,Jefferson City,Missouri,Chatbot,Within SLA,45,Baltimore/MD
MMO-83167052-N-721737-2a,Cora Rimell,Negative,5,10/26/2020,Billing Question,Baltimore,Maryland,Chatbot,Within SLA,11,Chicago/IL
XQV-11752071-w-491166-bj,Carrie Goodchild,Neutral,5,10/27/2020,Payments,Miami,Florida,Call-Center,Within SLA,39,Baltimore/MD
EYT-79607157-a-199430-mD,Northrup Dowe,Neutral,,10/6/2020,Billing Question,New York City,New York,Email,Within SLA,40,Los Angeles/CA
RCJ-36856841-h-152247-Mc,Bennie Hiddersley,Positive,7,10/5/2020,Billing Question,Tuscaloosa,Alabama,Web,Within SLA,26,Baltimore/MD
XQR-68646904-W-574378-5i,Mason Hellin,Positive,,10/23/2020,Service Outage,Los Angeles,California,Chatbot,Below SLA,7,Los Angeles/CA
EOB-15792746-N-675768-Mc,Alicea Gudgen,Very Negative,,10/2/2020,Service Outage,Fort Lauderdale,Florida,Chatbot,Above SLA,26,Baltimore/MD
GOO-88742303-3-803719-w4,Carlita MacGilrewy,Neutral,6,10/7/2020,Billing Question,Monticello,Minnesota,Call-Center,Within SLA,35,Baltimore/MD
PTA-06443755-x-911871-yc,Stirling Cammomile,Negative,,10/17/2020,Service Outage,Toledo,Ohio,Chatbot,Within SLA,5,Baltimore/MD
OCI-97687723-9-934704-r2,Hedwiga Castillon,Neutral,7,10/21/2020,Billing Question,Miami Beach,Florida,Web,Within SLA,35,Baltimore/MD
XJT-75836839-n-950508-UX,Elissa Rossbrook,Negative,6,10/5/2020,Billing Question,Raleigh,North Carolina,Web,Below SLA,29,Baltimore/MD
XJT-76550745-5-216675-m7,Jeffie Lackemann,Very Negative,2,10/14/2020,Service Outage,Salt Lake City,Utah,Email,Above SLA,26,Los Angeles/CA
XEM-80219566-L-202948-sM,Guinevere Corkhill,Neutral,,10/9/2020,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,45,Los Angeles/CA
WNN-62885242-r-439740-mH,Nathanael Schuler,Very Negative,1,10/22/2020,Billing Question,Portland,Oregon,Call-Center,Within SLA,39,Los Angeles/CA
AGA-09317571-s-449599-S8,Lucina Duplock,Neutral,6,10/15/2020,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,41,Baltimore/MD
UFN-33332712-P-965088-fJ,Mill Pink,Positive,,10/28/2020,Billing Question,Houston,Texas,Web,Within SLA,38,Los Angeles/CA
IKW-25527038-X-903534-ES,Torrance Legendre,Neutral,,10/10/2020,Billing Question,Raleigh,North Carolina,Chatbot,Below SLA,36,Baltimore/MD
GDA-15305193-a-409201-vJ,Creigh Gergus,Very Negative,,10/22/2020,Billing Question,Cincinnati,Ohio,Email,Within SLA,40,Chicago/IL
DSI-22159003-l-592969-1H,Denis McComb,Negative,,10/2/2020,Billing Question,Laredo,Texas,Web,Within SLA,18,Baltimore/MD
YLV-20252261-8-894995-gW,Spenser Emery,Neutral,8,10/7/2020,Billing Question,Grand Forks,North Dakota,Web,Within SLA,45,Denver/CO
XMN-01790765-T-479211-7K,Farica Gosforth,Very Positive,10,10/7/2020,Billing Question,Bozeman,Montana,Call-Center,Within SLA,44,Baltimore/MD
WHF-62722965-o-980644-XU,Drew Mathy,Negative,5,10/5/2020,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,37,Baltimore/MD
AQM-39597355-9-995635-Vw,Cyndi Bothe,Neutral,,10/26/2020,Billing Question,Oakland,California,Call-Center,Below SLA,30,Baltimore/MD
NEA-90347077-m-963205-hP,Jolynn Haquard,Positive,9,10/28/2020,Billing Question,Scottsdale,Arizona,Chatbot,Within SLA,30,Los Angeles/CA
RIH-61799181-e-579560-JU,Onfre McCann,Neutral,,10/26/2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,13,Los Angeles/CA
FZH-03981911-t-402938-cu,Lyndsay Ishak,Negative,,10/27/2020,Service Outage,Memphis,Tennessee,Chatbot,Above SLA,7,Baltimore/MD
ETF-92959297-U-875442-E1,Denni Valerio,Negative,,10/21/2020,Service Outage,Tallahassee,Florida,Email,Within SLA,21,Baltimore/MD
DVG-69122568-k-710631-39,Brenna Madelin,Negative,,10/18/2020,Service Outage,Glendale,California,Email,Within SLA,36,Los Angeles/CA
OYU-24531116-e-564844-QM,Faulkner Chantree,Neutral,,10/10/2020,Service Outage,Schaumburg,Illinois,Email,Below SLA,23,Los Angeles/CA
EDE-08351103-Z-242933-ox,Sauncho Simoens,Very Negative,,10/26/2020,Billing Question,Clearwater,Florida,Chatbot,Above SLA,26,Chicago/IL
FWK-64053321-E-625712-rG,Talia Leving,Very Negative,4,10/11/2020,Billing Question,Omaha,Nebraska,Web,Within SLA,5,Chicago/IL
RCF-19392491-v-344241-kg,Helene Trayford,Very Negative,,10/11/2020,Payments,New Orleans,Louisiana,Call-Center,Below SLA,8,Denver/CO
LXJ-26355262-0-769050-iB,Dorella Woolfall,Very Negative,4,10/19/2020,Billing Question,New York City,New York,Web,Within SLA,30,Baltimore/MD
BIS-87963637-z-942697-wW,Sibby Shelmardine,Negative,,10/6/2020,Billing Question,Huntington,West Virginia,Web,Below SLA,30,Chicago/IL
NWH-59830253-L-837697-Lb,Timmi Monteath,Neutral,8,10/13/2020,Billing Question,San Jose,California,Web,Within SLA,40,Baltimore/MD
RCB-74981518-s-558967-N3,Donovan Mander,Positive,8,10/19/2020,Service Outage,Pasadena,California,Chatbot,Within SLA,31,Baltimore/MD
IIS-23573672-i-386346-W2,Ferdinand Bakesef,Very Negative,,10/28/2020,Billing Question,Saint Louis,Missouri,Email,Within SLA,33,Los Angeles/CA
VCJ-17228579-k-051520-T2,Ricca Caddell,Negative,,10/27/2020,Billing Question,Columbia,Missouri,Web,Within SLA,8,Los Angeles/CA
SDK-35707871-r-432110-gu,Gabby Roseby,Negative,,10/29/2020,Billing Question,Austin,Texas,Email,Within SLA,33,Los Angeles/CA
SGZ-40461252-B-276205-qk,Lambert Baxstare,Neutral,,10/6/2020,Billing Question,New Orleans,Louisiana,Email,Within SLA,34,Baltimore/MD
DIQ-86463481-A-574596-tL,Alana McInulty,Negative,,10/29/2020,Billing Question,Stockton,California,Chatbot,Within SLA,23,Baltimore/MD
QXW-98022793-b-833771-dQ,Kasey Genner,Neutral,,10/16/2020,Billing Question,San Francisco,California,Chatbot,Within SLA,15,Los Angeles/CA
VCO-44526947-6-373684-K2,Annmarie Tebboth,Negative,,10/7/2020,Service Outage,Sunnyvale,California,Chatbot,Within SLA,16,Los Angeles/CA
JDF-09957539-F-365004-oB,Aile Brampton,Positive,8,10/13/2020,Payments,Davenport,Iowa,Call-Center,Within SLA,45,Baltimore/MD
BZR-93828040-7-136944-kq,Carny Pratt,Negative,6,10/11/2020,Billing Question,Indianapolis,Indiana,Email,Below SLA,42,Chicago/IL
XLP-60482171-N-467528-QV,Alexander Birkbeck,Negative,,10/25/2020,Billing Question,Dallas,Texas,Call-Center,Within SLA,34,Los Angeles/CA
OSE-55355216-h-312068-zY,Hortensia Luker,Neutral,,10/22/2020,Billing Question,Spartanburg,South Carolina,Web,Within SLA,10,Denver/CO
EIT-01999705-d-846684-G1,Archy Scrooby,Negative,,10/30/2020,Billing Question,Henderson,Nevada,Email,Above SLA,11,Los Angeles/CA
HNU-32732220-y-216557-gp,Gardener Dust,Neutral,,10/16/2020,Billing Question,San Antonio,Texas,Call-Center,Within SLA,8,Chicago/IL
EKI-21658641-w-838591-H4,Gabbi Galiero,Positive,,10/10/2020,Billing Question,Mesa,Arizona,Web,Within SLA,41,Denver/CO
PUO-04856723-V-856437-a1,Marylinda Shwenn,Negative,3,10/9/2020,Service Outage,Roanoke,Virginia,Chatbot,Within SLA,33,Los Angeles/CA
IKH-61775203-v-672252-ca,Ansell Furlong,Very Negative,,10/11/2020,Payments,Stockton,California,Call-Center,Within SLA,34,Baltimore/MD
GWI-68034179-i-831335-Gr,Pandora Johnstone,Neutral,7,10/21/2020,Billing Question,Lansing,Michigan,Web,Within SLA,19,Baltimore/MD
CQI-28778141-k-049491-DK,Ingrim Pitcaithley,Positive,,10/15/2020,Payments,Shawnee Mission,Kansas,Call-Center,Within SLA,22,Baltimore/MD
HMM-41148539-2-358641-ux,Harris Harlett,Negative,,10/17/2020,Billing Question,Little Rock,Arkansas,Email,Below SLA,5,Los Angeles/CA
XJJ-19602025-o-647505-mZ,Giustina De Bruijne,Negative,,10/10/2020,Billing Question,Vancouver,Washington,Email,Below SLA,30,Baltimore/MD
UWF-40195941-i-796736-sb,Rafe Mehew,Neutral,,10/2/2020,Billing Question,Gilbert,Arizona,Email,Within SLA,14,Los Angeles/CA
OWJ-26527160-b-014803-bd,Alasdair Fone,Negative,,10/28/2020,Service Outage,Bakersfield,California,Chatbot,Below SLA,31,Los Angeles/CA
YSU-24620250-o-429134-HV,Merell Twiggins,Negative,5,10/28/2020,Billing Question,Syracuse,New York,Chatbot,Within SLA,31,Los Angeles/CA
BLP-54731249-U-690963-rI,Ainsley Whitfield,Positive,,10/24/2020,Billing Question,Oklahoma City,Oklahoma,Email,Within SLA,17,Chicago/IL
LJI-83525755-U-527172-d9,Bryant Harris,Negative,,10/1/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,11,Los Angeles/CA
